subject,with_brown_rules,prompt_type,poem_text
the mind,FALSE,general,"In the labyrinth of thoughts, echoes collide, 
A mansion of dreams where secrets reside. 
 
Whispers of wisdom and shadows of fear, 
Each corner reveals what we hold dear. 
 
Memories flicker like candles in dusk, 
The essence of moments, both fragile and husk. 
 
In quiet reflection, the past intertwines, 
A tapestry woven with delicate signs. 
 
Questions like rivers, flow deep in the night, 
Guiding us gently towards the dawn's light. 
 
Within the still silence, the heart starts to sing, 
Of all that we cherish, of everything. 
 
In the vastness of being, we search for our way, 
Through the maze of existence, come what may. 
 
The mind is a garden, both wild and divine, 
Where thoughts bloom and wither, intertwine. 
 
In laughter and sorrow, in chaos and calm, 
A sacred arena where we find our balm. 
 
So wander the pathways, let the journey unfold, 
In the narrative of self, the riches are gold."
the mind,FALSE,figurative,"In whispers deep where shadows play, 
Thoughts weave like threads through night and day. 

An endless canvas, colors flow, 
A secret garden where feelings grow. 

Echoes linger, soft and bright, 
Fleeting moments dance in light. 

Reflections murmur, wisdom found, 
In silent realms, where dreams abound. 

A labyrinth vast, both wild and tame, 
Every twist a different name. 

Through storms and stillness, truths appear, 
A tapestry textured with hope and fear. 

In this domain, both fierce and kind, 
A universe blooms within, entwined."
the mind,FALSE,specific,"In valleys deep where whispers thrive, 
The mind a maze where thoughts survive. 

Ideas bloom like flowers bright, 
In tangled roots, they seek the light. 

A flicker here, a shadow there, 
Memories drift upon the air. 

What once was clear can fade away, 
Yet echoes linger, softly sway. 

This mental dance, a waltz of schemes, 
We chase the truth within our dreams. 

A fleeting thought, a jarring clash, 
Like thunder roars, then quiet ash. 

In corners dark, where fears reside, 
We face the ghosts we cannot hide. 

Yet through the storm, a beacon glows, 
A spark of hope, as wisdom flows. 

In valleys deep where whispers thrive, 
The mind a maze where thoughts survive."
trees and flowers,FALSE,general,"In the whispering woods where the tall trees sigh, 
Beneath the open sky, their branches spread wide. 

Emerald leaves dance while the breezes fly, 
Golden sunlight drips from a radiant tide. 

The vibrant flowers bloom in colors so bright, 
With petals like velvet and fragrances sweet. 

They sway in the shade, a picturesque sight, 
A symphony of nature, where earth and sky meet. 

Roots anchor deep where the secrets reside, 
In the quiet of dusk, the whispers are heard. 

Beneath layers of time, old stories abide, 
In the rustle of leaves, the silence is stirred. 

Together they stand, steadfast, tall, and free, 
The trees and the flowers, in harmony blend. 

A reminder of life's endless mystery, 
In their beauty, we find our hearts can mend."
trees and flowers,FALSE,figurative,"In quiet grace the ancients stand tall, 
Their whispered tales weave through the cool air. 

A painted bloom rests where shadows fall, 
With vibrant hues that dance without care. 

Roots delve deep in a world intertwined, 
Each branch reaches high, cradling the light. 

Petals unfold, a beauty defined, 
In morning's embrace, they sway with delight. 

The wise ones shelter the tender and sweet, 
While fragrant colors adorn the soft ground. 

In concert they thrive, a harmony sweet, 
A cycle of life where love knows no bound. 

As seasons shift, both flourish and fade, 
Yet whispers of life in their essence remain. 

In every shade, a memory is laid, 
In every bloom, a heartbeat, a name."
trees and flowers,FALSE,specific,"In the quiet grove where the old oak stands, 
Whispers of history dance on the breeze, 
Sunlight dapples the earth with golden bands, 
And the bees hum softly among the leaves. 

Whispers of history dance on the breeze, 
In tangled roots, a story unfolds, 
And the bees hum softly among the leaves, 
Where petals blush in colors bold. 

In tangled roots, a story unfolds, 
Of love intertwined in the shades of green, 
Where petals blush in colors bold, 
A tapestry woven with sunlight's sheen. 

Of love intertwined in the shades of green, 
Children of the earth, both sturdy and fair, 
A tapestry woven with sunlight's sheen, 
Each flower a dream in the fragrant air. 

Children of the earth, both sturdy and fair, 
Tall branches cradle the sky's endless blue, 
Each flower a dream in the fragrant air, 
As nature paints life with every hue. 

Tall branches cradle the sky's endless blue, 
In the quiet grove where the old oak stands, 
As nature paints life with every hue, 
Whispers of history dance on the breeze."
truth,FALSE,general,"In shadows cast by whispered lies, 
Truth stands tall, where silence dies. 

A fragile thread in chaos spun, 
It seeks the light, yet seldom won. 

With open hearts, we hold it dear, 
Unraveling doubts, confronting fear. 

Yet truth may sting, a bitter taste, 
Like secrets spilled, no time to waste. 

In searching eyes, it seeks a home, 
A guiding star for those who roam. 

But truth, it dances, swift as wind, 
Elusive as the dreams we pinned. 

To speak it loud, or guard it tight, 
The choice is ours, in day and night. 

For in its gaze, we find our place, 
A mirror held to the human face. 

So let us tread with gentle grace, 
Embrace the truth, our common space."
truth,FALSE,figurative,"In shadowed halls where whispers dwell, 
Hidden tales spin stories well. 

With light's embrace, they dance and gleam, 
Yet behind the veil, they weave a dream. 

A fragile song, both sharp and meek, 
Unraveled threads in silence speak. 

In every heart, a spark ignites, 
Burning through the endless nights. 

The echoes linger, striving to show, 
What lies beneath, what we should know. 

In quiet realms where secrets sigh, 
The bravest souls will dare to try. 

To pierce the fog, to break the chains, 
And in that quest, the soul remains. 

Bound by the layers, yet freed to soar, 
In seeking depths, we learn to explore. 

A journey vast, with twists and turns, 
Through every heart, a lesson burns. 

So venture forth, let courage rise, 
For in the search, we'll find the prize."
truth,FALSE,specific,"

In the chill of autumn, a leaf clings tight, 
Its vibrant hues whispering promises of light. 

As the winds howl and shadows creep near, 
This fragile remnant holds on to hope, not fear. 

Beneath the boughs where the chill winds sigh, 
It knows the truth of life: to live, not to die. 

Each rustle tells stories of seasons gone past, 
Yet it clings to the branch, refusing the last. 

But truth is a cycle”a dance with decay, 
In letting it go, we learn how to stay. 

When the final whistle of winter draws near, 
The leaf knows its purpose: to vanish, yet cheer. 

For in the letting go, it finds its true form, 
A promise of spring, a revival, reborn. 

So the last leaf trembles, but smiles in the fight, 
For truth lies in endings”new chapters ignite."
twilight,FALSE,general,"In twilight's hush, the day concedes, 
Soft whispers weave through rustling leaves. 

The sky blushes, a canvas in flame, 
Night's artist strokes her tender frame. 

Stars awaken, timid and bright, 
Casting dreams in the veil of night. 

A dance of shadows, fleeting and swift, 
As daylight fades, the universe shifts. 

Silhouettes linger where secrets reside, 
In the gloaming's embrace, they softly hide. 

Moonlight spills like silver lace, 
On tranquil waters, sweet solitude's grace. 

A moment suspended, a breath held tight, 
In twilight's arms, the world feels right. 

Yet time ticks on, as shadows grow long, 
A bittersweet melody, nature's song. 

With each heartbeat, the magic will wane, 
But twilight returns; we begin once again."
twilight,FALSE,figurative,"In the hushed embrace of the fading light, 
Shadows stretch, deepening the night. 

Colors blend, a canvas in repose, 
Whispers of dreams, as the daylight goes. 

Stars peek through, like secrets to be told, 
Moments linger, as daylight grows old. 

A gentle breeze carries nature's sigh, 
The world slows down, beneath the vast sky. 

Birds hush their songs, the earth holds its breath, 
In this quiet hour, life dances with death. 

With each passing shade, the sky softly glows, 
Time slips away, where the stillness flows. 

Nestled between, the day and the dark, 
A fleeting embrace, where silence leaves a mark. 

Every heartbeat echoes, in this tender space, 
A reminder of beauty, in the twilight's grace."
twilight,FALSE,specific,"

The sun dips low, a whisper in the sky, 
A golden glow wraps around the old pier. 

Shadows stretch long, as gulls begin to fly, 
Their cries echo, yet everything feels near. 

The water shimmers, a dance of light and shade, 
Crickets sing softly, heartbeats in the night. 

Beneath the dock, where echoes of dreams fade, 
The cool breeze carries memories in flight. 

Lanterns flicker, casting warmth against the chill, 
Each glow a promise, a fleeting, tender space. 

The heart finds solace in the evening's still, 
As twilight cradles time with gentle grace. 

Two lovers stroll, hands clasped under the stars, 
Whispers of secrets woven through twilight air. 

Past scars forgotten, no dreams now feel too far, 
In this soft moment, the world sheds its care. 

The sun departs, but the beauty lingers on, 
An afterglow painted on the canvas vast. 

As day gives way, to night, where hopes are drawn, 
Twilight is a promise, both fleeting and steadfast."
urban environment,FALSE,general,"In the city's pulse, where shadows blend, 
Brick whispers secrets, no beginning or end. 
Sidewalks hum with the beat of the day, 
Lives intersecting in a vibrant ballet. 

Steel towers rise like giants in the mist, 
Dreams carved in concrete, futures persist. 
Neon signs flicker”stories untold, 
While the sun tucks in, the night unfolds. 

Echoes of laughter mix with car horns' sigh, 
A tapestry woven, each thread a life. 
From alleys of silence to rooftops of dreams, 
The urban heart beats, it loves and it screams. 

Pavement is canvas, vibrant and worn, 
Graffiti blooms, like wildflowers, reborn. 
Beneath the night sky, stars are a tease, 
Yet hope finds a home in the rustling leaves. 

In the chaos of life, the serene persists, 
Connections are forged in the fog and the mist. 
A patchwork of souls beneath a blanket of grey, 
In the urban embrace, they gather and sway."
