poem_title,poem_text,author,form
Sonnet 30: When to the sessions of sweet silent thought,"When to the sessions of sweet silent thought
I summon up remembrance of things past,
I sigh the lack of many a thing I sought,
And with old woes new wail my dear time's waste:
Then can I drown an eye, unus'd to flow,
For precious friends hid in death's dateless night,
And weep afresh love's long since cancell'd woe,
And moan th' expense of many a vanish'd sight;
Then can I grieve at grievances foregone,
And heavily from woe to woe tell o'er
The sad account of fore-bemoaned moan,
Which I new pay as if not paid before.
But if the while I think on thee, dear friend,
All losses are restor'd, and sorrows end.",William Shakespeare,sonnet
Sonnet 32: If thou survive my well-contented day,"If thou survive my well-contented day,
When that churl Death my bones with dust shall cover,
And shalt by fortune once more re-survey
These poor rude lines of thy deceased lover,
Compare them with the bettering of the time,
And though they be outstripp'd by every pen,
Reserve them for my love, not for their rhyme,
Exceeded by the height of happier men.
O then vouchsafe me but this loving thought:
""Had my friend's Muse grown with this growing age
A dearer birth than this his love had brought,
To march in ranks of better equipage:
But since he died and poets better prove,
Theirs for their style I'll read, his for his love.""",William Shakespeare,sonnet
Sonnet 33: Full many a glorious morning have I seen,"Full many a glorious morning have I seen
Flatter the mountain-tops with sovereign eye,
Kissing with golden face the meadows green,
Gilding pale streams with heavenly alchemy;
Anon permit the basest clouds to ride
With ugly rack on his celestial face
And from the forlorn world his visage hide,
Stealing unseen to west with this disgrace.
Even so my sun one early morn did shine
With all-triumphant splendour on my brow;
But out, alack! he was but one hour mine;
The region cloud hath mask'd him from me now.
Yet him for this my love no whit disdaineth;
Suns of the world may stain when heaven's sun staineth.",William Shakespeare,sonnet
"Sonnet 53: What is your substance, whereof are you made","What is your substance, whereof are you made,
That millions of strange shadows on you tend?
Since every one hath, every one, one shade,
And you, but one, can every shadow lend.
Describe Adonis, and the counterfeit
Is poorly imitated after you;
On Helen's cheek all art of beauty set,
And you in Grecian tires are painted new.
Speak of the spring and foison of the year:
The one doth shadow of your beauty show,
The other as your bounty doth appear;
And you in every blessèd shape we know.
    In all external grace you have some part,
    But you like none, none you, for constant heart.",William Shakespeare,sonnet
Sonnet 60: Like as the waves make towards the pebbl'd shore,"Like as the waves make towards the pebbl'd shore,
So do our minutes hasten to their end;
Each changing place with that which goes before,
In sequent toil all forwards do contend.
Nativity, once in the main of light,
Crawls to maturity, wherewith being crown'd,
Crooked eclipses 'gainst his glory fight,
And Time that gave doth now his gift confound.
Time doth transfix the flourish set on youth
And delves the parallels in beauty's brow,
Feeds on the rarities of nature's truth,
And nothing stands but for his scythe to mow:
And yet to times in hope my verse shall stand,
Praising thy worth, despite his cruel hand.",William Shakespeare,sonnet
Sonnet 64: When I have seen by Time's fell hand defac'd,"When I have seen by Time's fell hand defac'd
The rich proud cost of outworn buried age;
When sometime lofty towers I see down-ras'd
And brass eternal slave to mortal rage;
When I have seen the hungry ocean gain
Advantage on the kingdom of the shore,
And the firm soil win of the wat'ry main,
Increasing store with loss and loss with store;
When I have seen such interchange of state,
Or state itself confounded to decay;
Ruin hath taught me thus to ruminate,
That Time will come and take my love away.
This thought is as a death, which cannot choose
But weep to have that which it fears to lose.",William Shakespeare,sonnet
"Sonnet 66: Tir'd with all these, for restful death I cry","Tir'd with all these, for restful death I cry,
As, to behold desert a beggar born,
And needy nothing trimm'd in jollity,
And purest faith unhappily forsworn,
And gilded honour shamefully misplac'd,
And maiden virtue rudely strumpeted,
And right perfection wrongfully disgrac'd,
And strength by limping sway disabled,
And art made tongue-tied by authority,
And folly, doctor-like, controlling skill,
And simple truth miscall'd simplicity,
And captive good attending captain ill.
Tir'd with all these, from these would I be gone,
Save that, to die, I leave my love alone.",William Shakespeare,sonnet
Sonnet 71: No longer mourn for me when I am dead,"No longer mourn for me when I am dead
Than you shall hear the surly sullen bell
Give warning to the world that I am fled
From this vile world with vilest worms to dwell; 
Nay, if you read this line, remember not
The hand that writ it; for I love you so, 
That I in your sweet thoughts would be forgot, 
If thinking on me then should make you woe.
O, if (I say) you look upon this verse, 
When I (perhaps) compounded am with clay,
Do not so much as my poor name rehearse,
But let your love even with my life decay,
Lest the wise world should look into your moan, 
And mock you with me after I am gone.",William Shakespeare,sonnet
Sonnet 73: That time of year thou mayst in me behold,"That time of year thou mayst in me behold
When yellow leaves, or none, or few, do hang
Upon those boughs which shake against the cold,
Bare ruin'd choirs, where late the sweet birds sang.
In me thou see'st the twilight of such day
As after sunset fadeth in the west,
Which by and by black night doth take away,
Death's second self, that seals up all in rest.
In me thou see'st the glowing of such fire
That on the ashes of his youth doth lie,
As the death-bed whereon it must expire,
Consum'd with that which it was nourish'd by.
This thou perceiv'st, which makes thy love more strong,
To love that well which thou must leave ere long.",William Shakespeare,sonnet
Sonnet 94: They that have power to hurt and will do none,"They that have power to hurt and will do none,
That do not do the thing they most do show,
Who, moving others, are themselves as stone,
Unmoved, cold, and to temptation slow:
They rightly do inherit heaven's graces
And husband nature's riches from expense;
They are the lords and owners of their faces,
Others but stewards of their excellence.
The summer's flower is to the summer sweet
Though to itself it only live and die,
But if that flower with base infection meet,
The basest weed outbraves his dignity:
For sweetest things turn sourest by their deeds;
Lilies that fester smell far worse than weeds.",William Shakespeare,sonnet
Sonnet 97: How like a winter hath my absence been,"How like a winter hath my absence been
From thee, the pleasure of the fleeting year!
What freezings have I felt, what dark days seen!
What old December's bareness everywhere!
And yet this time remov'd was summer's time,
The teeming autumn, big with rich increase,
Bearing the wanton burthen of the prime,
Like widow'd wombs after their lords' decease:
Yet this abundant issue seem'd to me
But hope of orphans and unfather'd fruit;
For summer and his pleasures wait on thee,
And thou away, the very birds are mute;
Or if they sing, 'tis with so dull a cheer
That leaves look pale, dreading the winter's near.",William Shakespeare,sonnet
Sonnet 106: When in the chronicle of wasted time,"When in the chronicle of wasted time 
I see descriptions of the fairest wights, 
And beauty making beautiful old rhyme 
In praise of ladies dead and lovely knights, 
Then, in the blazon of sweet beauty's best, 
Of hand, of foot, of lip, of eye, of brow, 
I see their antique pen would have express'd 
Even such a beauty as you master now. 
So all their praises are but prophecies 
Of this our time, all you prefiguring; 
And, for they look'd but with divining eyes, 
They had not skill enough your worth to sing: 
For we, which now behold these present days, 
Have eyes to wonder, but lack tongues to praise.",William Shakespeare,sonnet
