pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
13,adjacent,,0,1,the,False,76,nature,True,figurative
14,adjacent,,0,1,the,False,76,nature,True,figurative
15,first_last,"breath, flame, hold, its, mountain",5,8,the mountain holds its breath before the flames,True,76,nature,True,figurative
0,adjacent,"broken, find, glass, i, reach, vine",6,9,the vine reaches through broken glass to find me,True,77,nature,True,specific
1,adjacent,,0,0,,False,77,nature,True,specific
2,adjacent,"hard, light, loneliness, search, what",5,6,what searches harder light or loneliness,True,77,nature,True,specific
3,adjacent,what,1,1,what,True,77,nature,True,specific
4,adjacent,"i, refuse, tame, water, what",5,7,i water what refuses to be tamed,True,77,nature,True,specific
5,adjacent,,0,0,,False,77,nature,True,specific
6,adjacent,"bloom, die, hour, purple, trumpet",5,8,each purple trumpet blooms and dies in hours,True,77,nature,True,specific
7,adjacent,,0,0,,False,77,nature,True,specific
8,adjacent,"i, leave, like, promise, you",5,7,like promises i made before you left,True,77,nature,True,specific
9,adjacent,,0,0,,False,77,nature,True,specific
10,adjacent,"ghost, hold, kitchen, morning, our, steam",6,8,the kitchen holds our ghosts in morning steam,True,77,nature,True,specific
11,adjacent,,0,1,the,False,77,nature,True,specific
12,adjacent,"count, dawn, flower, i, open",5,7,i count the flowers opening toward dawn,True,77,nature,True,specific
13,adjacent,,0,0,,False,77,nature,True,specific
14,adjacent,"beautiful, break, inside, their, thing, way",6,7,some beautiful things break their way inside,True,77,nature,True,specific
15,adjacent,,0,0,,False,77,nature,True,specific
16,first_last,"broken, find, glass, i, reach, vine",6,9,the vine reaches through broken glass to find me,True,77,nature,True,specific
0,adjacent,power,1,2,is a,True,78,power,True,general
1,adjacent,"cupped, hand, power, river, run, that",6,9,power is a river that runs through cupped hands,True,78,power,True,general
2,adjacent,,0,0,,False,78,power,True,general
3,adjacent,"away, command, despite, our, slip, water",6,7,the water slips away despite our commands,True,78,power,True,general
4,adjacent,our,1,1,our,True,78,power,True,general
5,adjacent,"borrow, build, our, sand, shift, throne, we",7,8,we build our thrones on shifting borrowed sands,True,78,power,True,general
6,adjacent,,0,0,,False,78,power,True,general
7,adjacent,"crown, grow, heavy, nobody, stand",5,7,the crown grows heavy when nobody stands,True,78,power,True,general
8,adjacent,,0,0,,False,78,power,True,general
9,adjacent,"glory, understand, witness",3,7,to witness glory that no one understands,True,78,power,True,general
10,adjacent,,0,0,,False,78,power,True,general
11,adjacent,"demand, grip, hold, it, strong, what",6,9,the strongest grip can not hold what it demands,True,78,power,True,general
12,adjacent,,0,0,,False,78,power,True,general
13,adjacent,"land, late, learn, power, we",5,8,we learn too late that power never lands,True,78,power,True,general
14,adjacent,power,1,1,that,True,78,power,True,general
15,first_last,power,1,2,is a,True,78,power,True,general
0,adjacent,,0,0,,False,79,power,True,figurative
1,adjacent,"crown, heavy, shoulder, sit, wear",5,8,the crown sits heavy on the shoulders worn,True,79,power,True,figurative
2,adjacent,,0,0,,False,79,power,True,figurative
3,adjacent,"bone, cut, feel, flesh, light, what",6,10,what once felt light now cuts through flesh and bone,True,79,power,True,figurative
4,adjacent,,0,0,,False,79,power,True,figurative
5,adjacent,"bay, build, i, wall, world",5,10,i built these walls to keep the world at bay,True,79,power,True,figurative
6,adjacent,i,1,0,,True,79,power,True,figurative
7,adjacent,"i, stone, they, trap",4,10,but stone by stone they 've trapped me here alone,True,79,power,True,figurative
8,adjacent,,0,0,,False,79,power,True,figurative
9,adjacent,"eye, hollow, mirror, show, stranger",5,8,the mirror shows a stranger 's hollow eyes,True,79,power,True,figurative
10,adjacent,,0,1,a,False,79,power,True,figurative
11,adjacent,"burn, dreamer, flame, i, see",5,9,where once i saw a dreamer 's burning flame,True,79,power,True,figurative
12,adjacent,,0,1,'s,False,79,power,True,figurative
13,adjacent,"ash, disguise, like, taste, victory",5,7,now ashes taste like victory 's disguise,True,79,power,True,figurative
14,adjacent,,0,0,,False,79,power,True,figurative
15,first_last,,0,0,,False,79,power,True,figurative
0,adjacent,thunder,1,1,thunder,True,80,power,True,specific
1,adjacent,"break, chest, my, old, open, roll, thunder, wound",8,9,thunder rolls through my chest breaking open old wounds,True,80,power,True,specific
2,adjacent,my,1,1,my,True,80,power,True,specific
3,adjacent,"belt, buckle, father, gleam, kitchen, light, my",7,9,my father 's belt buckle gleaming in kitchen light,True,80,power,True,specific
4,adjacent,,0,0,,False,80,power,True,specific
5,adjacent,"all, authority, cold, face, they, wear",6,8,authority wears many faces all of them cold,True,80,power,True,specific
6,adjacent,,0,0,,False,80,power,True,specific
7,adjacent,"chair, i, learn, myself, small, wooden",6,9,i learn to make myself small in wooden chairs,True,80,power,True,specific
8,adjacent,i,1,0,,True,80,power,True,specific
9,adjacent,"courtroom, i, morning, pew, remind, sunday",6,8,the courtroom pews remind me of sunday mornings,True,80,power,True,specific
10,adjacent,,0,0,,False,80,power,True,specific
11,adjacent,"power, preach, pulpit, salvation",4,7,where power preached from pulpits about salvation,True,80,power,True,specific
12,adjacent,,0,0,,False,80,power,True,specific
13,adjacent,gavel,1,1,the,True,80,power,True,specific
14,first_last,"fall, gavel, judge, like, room, thunder",6,10,the judge 's gavel falls like thunder in the room,True,80,power,True,specific
0,adjacent,"burden, carry, poetry, truth, unspoken",5,7,poetry carries the burden of unspoken truths,True,81,poetry & poets,True,general
1,adjacent,,0,0,,False,81,poetry & poets,True,general
2,adjacent,"hold, poet, refuse, shoulder, silence, we, what",7,8,we poets shoulder what silence refuses to hold,True,81,poetry & poets,True,general
3,adjacent,we,1,1,we,True,81,poetry & poets,True,general
4,adjacent,"complete, metaphor, prayer, we",4,9,each metaphor becomes a prayer we ca n't complete,True,81,poetry & poets,True,general
5,adjacent,,0,0,,False,81,poetry & poets,True,general
6,adjacent,"god, listen, our, space, stanzas",5,8,god listens through the spaces between our stanzas,True,81,poetry & poets,True,general
7,adjacent,,0,0,,False,81,poetry & poets,True,general
8,adjacent,"bleed, ink, outlive, page, that, we",6,9,we bleed ink onto pages that will outlive us,True,81,poetry & poets,True,general
9,adjacent,,0,1,will,False,81,poetry & poets,True,general
10,adjacent,"careful, child, inherit, our, wound",5,7,our children will inherit these careful wounds,True,81,poetry & poets,True,general
11,adjacent,,0,0,,False,81,poetry & poets,True,general
12,adjacent,"guide, itself, poem, pretend, we, write",6,9,the poem writes itself while we pretend to guide,True,81,poetry & poets,True,general
13,adjacent,,0,1,the,False,81,poetry & poets,True,general
14,first_last,"burden, carry, poetry, truth, unspoken",5,7,poetry carries the burden of unspoken truths,True,81,poetry & poets,True,general
0,adjacent,,0,1,and,False,82,poetry & poets,True,figurative
1,adjacent,"bruise, dark, gather, like, true, we, word",7,8,we gather words like bruises dark and true,True,82,poetry & poets,True,figurative
2,adjacent,we,1,1,we,True,82,poetry & poets,True,figurative
3,adjacent,"choose, syllable, we, wear, wound",5,8,each syllable a wound we choose to wear,True,82,poetry & poets,True,figurative
4,adjacent,,0,0,,False,82,poetry & poets,True,figurative
5,adjacent,"altar, bare, our, page, strip",5,8,the page becomes our altar stripped and bare,True,82,poetry & poets,True,figurative
6,adjacent,,0,1,the,False,82,poetry & poets,True,figurative
7,adjacent,"kneel, offer, prayer, silence, we",5,7,we kneel before the silence offering prayer,True,82,poetry & poets,True,figurative
8,adjacent,,0,0,,False,82,poetry & poets,True,figurative
9,adjacent,"branch, crack, like, our, voice, winter",6,7,our voices crack like winter branches bent,True,82,poetry & poets,True,figurative
10,adjacent,our,1,1,our,True,82,poetry & poets,True,figurative
11,adjacent,"mother, our, send, sing, song, we",6,8,we sing the songs our mothers never sent,True,82,poetry & poets,True,figurative
12,adjacent,,0,1,the,False,82,poetry & poets,True,figurative
13,adjacent,"bleed, blood, confess, ink, what",5,9,the ink bleeds out what blood could not confess,True,82,poetry & poets,True,figurative
14,adjacent,,0,0,,False,82,poetry & poets,True,figurative
15,first_last,,0,1,and,False,82,poetry & poets,True,figurative
0,adjacent,"bleed, drafted, line, my, pen, red",6,8,the red pen bleeds across my drafted lines,True,83,poetry & poets,True,specific
1,adjacent,,0,0,,False,83,poetry & poets,True,specific
2,adjacent,"crimson, defeat, mark, small",4,7,each crimson mark becomes a small defeat,True,83,poetry & poets,True,specific
3,adjacent,,0,0,,False,83,poetry & poets,True,specific
4,adjacent,"count, fail, i, metaphor, my, way",6,8,i count the ways my metaphors have failed,True,83,poetry & poets,True,specific
5,adjacent,,0,1,the,False,83,poetry & poets,True,specific
6,adjacent,"knowing, nod, poet, smile",4,7,the other poets nod with knowing smiles,True,83,poetry & poets,True,specific
7,adjacent,,0,0,,False,83,poetry & poets,True,specific
8,adjacent,"flow, like, mud, their, verse, water",6,8,their verses flow like water mine like mud,True,83,poetry & poets,True,specific
9,adjacent,,0,0,,False,83,poetry & poets,True,specific
10,adjacent,"i, my, sing, voice, wonder",5,8,i wonder if my voice will ever sing,True,83,poetry & poets,True,specific
11,adjacent,,0,0,,False,83,poetry & poets,True,specific
12,adjacent,"circle, good, leader, phrase, workshop",5,7,the workshop leader circles one good phrase,True,83,poetry & poets,True,specific
13,adjacent,,0,1,the,False,83,poetry & poets,True,specific
14,first_last,"bleed, drafted, line, my, pen, red",6,8,the red pen bleeds across my drafted lines,True,83,poetry & poets,True,specific
0,adjacent,"choose, i, my, skin, story, tell, write",7,9,my skin tells stories i never chose to write,True,84,race & ethnicity,True,general
1,adjacent,,0,0,,False,84,race & ethnicity,True,general
2,adjacent,"fluorescent, light, mark, question, shade",5,8,each shade a question mark in fluorescent light,True,84,race & ethnicity,True,general
3,adjacent,,0,0,,False,84,race & ethnicity,True,general
4,adjacent,"box, contain, form, my, sight",5,9,where boxes on forms ca n't contain my sight,True,84,race & ethnicity,True,general
5,adjacent,,0,0,,False,84,race & ethnicity,True,general
6,adjacent,"check, i, it, kind, like, right",6,10,i check other like it 's some kind of right,True,84,race & ethnicity,True,general
7,adjacent,right,1,1,right,True,84,race & ethnicity,True,general
8,adjacent,"exist, right, world, wrong",4,8,to exist between worlds neither wrong nor right,True,84,race & ethnicity,True,general
9,adjacent,,0,0,,False,84,race & ethnicity,True,general
10,adjacent,"accent, fade, grandmother, my, night, sleepless",6,8,my grandmother 's accent fades each sleepless night,True,84,race & ethnicity,True,general
11,adjacent,my,1,1,my,True,84,race & ethnicity,True,general
12,adjacent,"guess, heritage, my, sight, stranger",5,7,while strangers guess my heritage by sight,True,84,race & ethnicity,True,general
13,adjacent,,0,0,,False,84,race & ethnicity,True,general
14,adjacent,i,1,1,i,True,84,race & ethnicity,True,general
15,first_last,"choose, i, my, skin, story, tell, write",7,9,my skin tells stories i never chose to write,True,84,race & ethnicity,True,general
0,adjacent,"ask, i, incomplete, they, what",5,11,they ask me what i am as if i 'm incomplete,True,85,race & ethnicity,True,figurative
1,adjacent,,0,0,,False,85,race & ethnicity,True,figurative
2,adjacent,"heat, like, mark, my, question, skin, summer",7,8,the question marks my skin like summer heat,True,85,race & ethnicity,True,figurative
3,adjacent,my,1,1,my,True,85,race & ethnicity,True,figurative
4,adjacent,"ancestor, carry, heartbeat, i, my",5,6,i carry ancestors in my heartbeat,True,85,race & ethnicity,True,figurative
5,adjacent,,0,0,,False,85,race & ethnicity,True,figurative
6,adjacent,"live, meet, new, old, story, their, world",7,9,their stories live where old and new worlds meet,True,85,race & ethnicity,True,figurative
7,adjacent,,0,0,,False,85,race & ethnicity,True,figurative
8,adjacent,"bridge, build, calloused, foot, i, they",6,9,i am the bridge they built with calloused feet,True,85,race & ethnicity,True,figurative
9,adjacent,,0,0,,False,85,race & ethnicity,True,figurative
10,adjacent,"bittersweet, father, mother, my, tongue",5,8,my mother 's tongue my father 's bittersweet,True,85,race & ethnicity,True,figurative
11,adjacent,,0,0,,False,85,race & ethnicity,True,figurative
12,adjacent,"delete, face, history, i, mirror",5,9,in mirrors i see faces history ca n't delete,True,85,race & ethnicity,True,figurative
13,adjacent,i,1,1,i,True,85,race & ethnicity,True,figurative
14,first_last,"ask, i, incomplete, they, what",5,11,they ask me what i am as if i 'm incomplete,True,85,race & ethnicity,True,figurative
0,adjacent,"ask, hair, i, stylist, want, what",6,11,the stylist asks what i want done with all this hair,True,86,race & ethnicity,True,specific
1,adjacent,"i, want, what",3,7,what i want done with all this,True,86,race & ethnicity,True,specific
2,adjacent,"heritage, i, mean, she, want, what",6,10,she means what i want done with all this heritage,True,86,race & ethnicity,True,specific
3,adjacent,,0,0,,False,86,race & ethnicity,True,specific
4,adjacent,"curl, fingertip, mother, my, spiral",5,8,my mother 's curls spiral through my fingertips,True,86,race & ethnicity,True,specific
5,adjacent,,0,0,,False,86,race & ethnicity,True,specific
